Gene stable ID,TF_Activity,TF_pvalue,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene name
ENSG00000106546,-2.839651584625244,0.004522342259908219,1201.1057,-3.458555922519909,0.1206330056309854,-28.670063424429472,9.013970930034453e-181,4.53230899538923e-179,AHR
ENSG00000116017,-2.3170053958892822,0.020516801976081904,2806.6008,-1.6332040216354156,0.09914913247954092,-16.47219678873561,5.812087096186209e-61,6.973576807985911e-60,ARID3A
ENSG00000183734,-3.6915040016174316,0.00022371976298596048,1897.9271,-4.569577060571458,0.2533680864883471,-18.035330036648567,1.0287936500865715e-72,1.5133937118788175e-71,ASCL2
ENSG00000245848,-2.5279858112335205,0.011482049613547816,411.44247,-4.5750255439949274,0.23997341531076724,-19.064718223350855,4.959419327627625e-81,8.415339748482361e-80,CEBPA
ENSG00000172216,-3.458258628845215,0.0005451841773704313,911.5389,-1.0235070803421076,0.2291823384918378,-4.465907308030017,7.973012672343868e-06,1.795480415159043e-05,CEBPB
ENSG00000175029,2.4141271114349365,0.01578482358458822,3255.9805,1.1622614543293786,0.13412685910806554,8.665389334085193,4.499726043605156e-18,1.958566338724954e-17,CTBP2
ENSG00000101412,-4.31382417678833,1.6147817398636356e-05,298.29837,-4.225670000237459,0.25139391543157996,-16.80895893197355,2.0982397497725828e-63,2.628744699840084e-62,E2F1
ENSG00000163497,-2.737678050994873,0.006194736958504445,8190.881,-6.6926950332586115,0.15459345626376653,-43.29222720682027,0.0,0.0,FEV
ENSG00000141448,-2.728513717651367,0.006369435438370751,457.06155,-2.351508317075015,0.21066867085193594,-11.162116832871288,6.24857538149502e-29,3.90282851206465e-28,GATA6
ENSG00000144485,-2.377647638320923,0.017435892792719485,247.76495,-1.2059412097116324,0.3126007893252673,-3.8577676413248807,0.00011442735028076354,0.00023153442585746958,HES6
ENSG00000135100,-5.818120956420898,6.0723065270808045e-09,523.4702,-1.6942020068066972,0.1313144146903427,-12.9018738026732,4.392840100891807e-38,3.4361060393760364e-37,HNF1A
ENSG00000101076,-4.5328168869018555,5.8651131632392465e-06,1198.4418,-2.8445348394316956,0.08755771679020233,-32.48754014734653,1.599083803528054e-231,1.3282113758144068e-229,HNF4A
ENSG00000164749,-2.896904945373535,0.003774074618332638,557.2812,-1.6835235009541525,0.15005459602418664,-11.219406439792039,3.274608957541709e-29,2.0598523459281194e-28,HNF4G
ENSG00000016082,-3.0095927715301514,0.0026203172788829164,2285.6191,-5.216027031990933,0.4717334262080245,-11.057149530232303,2.024287457162371e-28,1.2482829216972553e-27,ISL1
ENSG00000118058,-1.9888249635696411,0.046738617701435635,1388.6124,-1.1172474282261697,0.2293637012924821,-4.87107341715535,1.1099358415918487e-06,2.689680116455811e-06,KMT2A
ENSG00000057935,2.7542316913604736,0.005890079482235409,1512.2284,0.7899468605972578,0.04324576773065308,18.266454778124675,1.530782803163189e-74,2.3269755978519093e-73,MTA3
ENSG00000101057,-2.018153190612793,0.043593030578928715,126.25296,-3.948959723668595,0.33936464369116476,-11.636332178617595,2.6935157146317904e-31,1.7870395081100767e-30,MYBL2
ENSG00000136997,-3.1296005249023438,0.001753789675914436,92.08434,-2.0512175173592464,0.2621951799477827,-7.823246475269893,5.147817269858106e-15,1.9839088652921495e-14,MYC
ENSG00000134323,-2.026884078979492,0.04269187712159572,579.1612,-3.3798847307579662,0.10959166143696365,-30.840710747888895,7.462490163332088e-209,4.920661276997132e-207,MYCN
